external_id;full_name;e_mail;mobile;pays;city;signup_at;status;consent_marketing;deleted_at;suppressed_until;brand_code;notes
CT-000241;Fatima Tazi;lerato.mwangi.mar241@vg-eval.test;+212 687705603;MA;Rabat;2026-02-08T08:33:11Z;active;Y;;;MARRAKECH;
CT-000412;Layla Benali;mary.kiptoo.mar412@vg-eval.test;+212 694526088;MA;Meknes;2026-01-03T12:16:04Z;active;FALSE;;;MARRAKECH;
CT-000231;Salma Benali;amina.bennani.mar231@vg-eval.test;+212 623527831;MA;Casablanca;2026-03-27T16:07:02Z;active;false;;;MARRAKECH;
CT-000849;Rachid Zahra;james.okoth.kil29449@vg-eval.test;+212 683261055;MA;Oujda;2026-04-15T22:30:59Z;active;1;;;MARRAKECH;
CT-000662;Fatima Tazi;fatima.njenga.mar662@vg-eval.test;+212 614783945;MA;Tanger;2026-03-14T14:29:49Z;active;false;;;MARRAKECH;
CT-000655;Fatima Haddad;caroline.mutua.kil25415@vg-eval.test;+212 645030120;MA;Rabat;2026-01-04T07:11:31Z;active;f;;;MARRAKECH;
CT-000617;Youssef Haddad;mary.benali.mar617@vg-eval.test;+212 667004351;MA;Agadir;2026-02-28T02:16:10Z;active;Y;;;MARRAKECH;
CT-000820;Layla Elidrissi;david.mwangi.mar820@vg-eval.test;+212 616409279;MA;Casablanca;2026-04-02T04:45:57Z;active;no;;;MARRAKECH;
CT-000327;Salma Bennani;rose.kimani.mar327@vg-eval.test;+212 628258661;MA;Oujda;2026-02-04T12:38:18Z;active;no;;;MARRAKECH;
CT-000874;Omar Zahra;sarah.haddad.mar874@vg-eval.test;+212 676730329;MA;Rabat;2026-02-07T07:05:14Z;active;false;;;MARRAKECH;
CT-000525;Salma Haddad;kevin.elidrissi.mar525@vg-eval.test;+212 638503241;MA;Rabat;2026-01-20T11:12:27Z;active;Y;;;MARRAKECH;
CT-943003;Layla Mutua;w2024@vg-eval.test;0712000000;ZZ;City;2026-02-01
CT-000153;Fatima Zahra;alice.barasa.mar153@vg-eval.test;+212 676884564;MA;Rabat;2026-01-15T14:44:24Z;active;FALSE;;;MARRAKECH;
CT-000471;Rachid Bennani;ann.naidoo.mar471@vg-eval.test;+212 631270439;MA;Meknes;2026-01-29T03:00:11Z;active;Y;;;MARRAKECH;
CT-000213;Fatima Elidrissi;nancy.njenga.mar213@vg-eval.test;+212 659877119;MA;Tanger;2026-03-02T16:46:23Z;active;TRUE;;;MARRAKECH;
CT-000003;Fatima Benali;nomsa.achieng.mar3@vg-eval.test;+212 602345962;MA;Oujda;2026-03-05T12:06:37Z;active;Y;;;MARRAKECH;
CT-000474;Fatima Haddad;thandi.okoth.mar474@vg-eval.test;+212 621818750;MA;Marrakech;2026-02-28T09:48:30Z;active;TRUE;;;MARRAKECH;
CT-000473;Salma Bennani;esther.zahra.kil60729@vg-eval.test;+212 639069842;MA;Agadir;2026-03-25T08:49:58Z;active;no;;;MARRAKECH;
CT-000012;Youssef Bennani;pieter.vermeulen.kil16459@vg-eval.test;+212 657947235;MA;Meknes;2026-02-01T07:59:24Z;active;0;;;MARRAKECH;
CT-000875;Salma Benali;yassine.wanjiru.mar875@vg-eval.test;+212 661773237;MA;Tanger;2026-03-28T21:58:06Z;active;f;;;MARRAKECH;
CT-000349;Rachid Zahra;michael.wafula.mar349@vg-eval.test;+212 610212517;MA;Oujda;2026-02-03T11:40:11Z;active;true;;;MARRAKECH;
CT-000097;Omar Tazi;amina.wafula.kil49521@vg-eval.test;+212 606786602;MA;Meknes;2026-03-30T19:00:53Z;active;false;;;MARRAKECH;
CT-000096;Fatima Zahra;ruth.elidrissi.kil26212@vg-eval.test;+212 658195481;MA;Meknes;2026-03-09T05:21:44Z;active;Y;;;MARRAKECH;
CT-000013;Layla Haddad;layla.njenga.mar13@vg-eval.test;+212 663799669;MA;Marrakech;2026-01-22T01:47:23Z;active;1;;;MARRAKECH;
CT-000314;Rachid Benali;sarah.naidoo.mar314@vg-eval.test;+212 601931673;MA;Tanger;2026-03-16T22:26:04Z;active;TRUE;;;MARRAKECH;
CT-000700;Salma Tazi;faith.fassi.mar700@vg-eval.test;+212 689195641;MA;Fes;2026-04-14T22:57:45Z;active;TRUE;;;MARRAKECH;
CT-000388;Salma Elidrissi;nomsa.cheruiyot.mar388@vg-eval.test;+212 648426842;MA;Oujda;2026-01-07T10:27:08Z;active;no;;;MARRAKECH;
CT-000101;Youssef Zahra;brian.dlamini.mar101@vg-eval.test;+212 662020805;MA;Meknes;2026-03-18T20:06:09Z;active;true;;;MARRAKECH;
CT-000466;Youssef Bennani;rose.barasa.mar466@vg-eval.test;+212 682452617;MA;Tanger;2026-03-29T05:35:27Z;active;no;;;MARRAKECH;
CT-000766;Salma Haddad;john.wanjiru.mar766@vg-eval.test;+212 622486929;MA;Fes;2026-03-18T08:07:49Z;active;no;;;MARRAKECH;
CT-000124;Layla Bennani;mary.naidoo.kil25073@vg-eval.test;+212 637764900;MA;Rabat;2026-02-05T17:14:43Z;active;0;;;MARRAKECH;
CT-000164;Layla Benali;salma.berrada.mar164@vg-eval.test;+212 690534116;MA;Fes;2026-01-27T11:16:34Z;active;1;;;MARRAKECH;
CT-000464;Layla Tazi;peter.haddad.mar464@vg-eval.test;+212 693180579;MA;Meknes;2026-03-23T03:31:16Z;active;FALSE;;;MARRAKECH;
CT-000524;Rachid Bennani;zanele.pretorius.mar524@vg-eval.test;+212 640119764;MA;Tanger;2026-01-15T10:06:26Z;active;f;;;MARRAKECH;
CT-000620;Layla Haddad;dennis.benali.kil29049@vg-eval.test;+212 688907616;MA;Agadir;2026-01-29T04:54:18Z;active;true;;;MARRAKECH;
CT-000252;Layla Benali;mary.naidoo.mar252@vg-eval.test;+212 698069530;MA;Meknes;2026-01-14T17:40:11Z;active;1;;;MARRAKECH;
CT-000444;Fatima Benali;michael.okoth.mar444@vg-eval.test;+212 602762132;MA;Fes;2026-01-30T21:04:09Z;active;1;;;MARRAKECH;
CT-000688;Omar Benali;peter.tazi.mar688@vg-eval.test;+212 623246482;MA;Fes;2026-03-14T07:56:21Z;active;false;;;MARRAKECH;
CT-000043;Fatima Tazi;lucy.elidrissi.kil36598@vg-eval.test;+212 694302180;MA;Agadir;2026-01-14T14:11:52Z;active;0;;;MARRAKECH;
CT-000623;Salma Zahra;grace.achieng.kil33789@vg-eval.test;+212 603594920;MA;Tanger;2026-02-27T17:45:58Z;active;f;;;MARRAKECH;
CT-000289;Youssef Zahra;pieter.nkosi.mar289@vg-eval.test;+212 675439398;MA;Tanger;2026-02-19T21:35:41Z;active;true;;;MARRAKECH;
CT-000076;Layla Tazi;mary.benali.kil66453@vg-eval.test;+212 606900775;MA;Meknes;2026-02-10T11:52:13Z;active;f;;;MARRAKECH;
CT-000749;Omar Tazi;grace.bennani.mar749@vg-eval.test;+212 685738616;MA;Oujda;2026-03-27T03:42:16Z;active;FALSE;;;MARRAKECH;
CT-000588;Fatima Zahra;rachid.kamau.mar588@vg-eval.test;+212 609652104;MA;Rabat;2026-01-16T12:46:50Z;active;FALSE;;;MARRAKECH;
CT-000834;Fatima Benali;omar.wanjiru.mar834@vg-eval.test;+212 611638024;MA;Fes;2026-02-27T07:41:05Z;active;0;;;MARRAKECH;
CT-000369;Fatima Haddad;nancy.bennani.mar369@vg-eval.test;+212 690837791;MA;Fes;2026-02-14T22:53:52Z;active;yes;;;MARRAKECH;
CT-000463;Rachid Elidrissi;layla.barasa.mar463@vg-eval.test;+212 673647097;MA;Meknes;2026-02-17T13:34:11Z;active;Y;;;MARRAKECH;
CT-000445;Omar Elidrissi;brian.achieng.kil37325@vg-eval.test;+212 676595548;MA;Agadir;2026-04-07T07:35:05Z;active;FALSE;;;MARRAKECH;
CT-000197;Layla Haddad;isaac.alaoui.mar197@vg-eval.test;+212 626625065;MA;Casablanca;2026-01-23T20:18:27Z;active;1;;;MARRAKECH;
CT-000784;Rachid Elidrissi;ann.nkosi.kil57031@vg-eval.test;+212 639910794;MA;Oujda;2026-03-22T01:31:46Z;active;false;;;MARRAKECH;
CT-000502;Omar Elidrissi;kevin.kamau.mar502@vg-eval.test;+212 654213108;MA;Rabat;2026-01-30T09:51:59Z;active;TRUE;;;MARRAKECH;
CT-000533;Omar Elidrissi;amina.fassi.kil17035@vg-eval.test;+212 649479151;MA;Oujda;2026-04-03T10:24:21Z;active;0;;;MARRAKECH;
CT-000040;Salma Haddad;dennis.mutua.mar40@vg-eval.test;+212 649003446;MA;Casablanca;2026-02-02T14:42:06Z;active;TRUE;;;MARRAKECH;
CT-000603;Omar Benali;fatima.kiptoo.mar603@vg-eval.test;+212 659816722;MA;Agadir;2026-02-25T22:10:26Z;active;Y;;;MARRAKECH;
CT-000340;Fatima Tazi;diana.otieno.mar340@vg-eval.test;+212 640017845;MA;Agadir;2026-02-08T08:19:20Z;active;Y;;;MARRAKECH;
CT-923484;Alice Dlamini;w6040@vg-eval.test;0712000000;ZZ;City;2026-02-01
CT-000341;Rachid Zahra;lerato.dlamini.mar341@vg-eval.test;+212 691233541;MA;Tanger;2026-03-09T19:26:39Z;active;1;;;MARRAKECH;
CT-000279;Fatima Haddad;kevin.mokoena.mar279@vg-eval.test;+212 653261032;MA;Fes;2026-02-13T08:19:28Z;active;false;;;MARRAKECH;
CT-000723;Youssef Bennani;zanele.mokoena.kil15836@vg-eval.test;+212 636507906;MA;Marrakech;2026-04-10T21:49:51Z;active;TRUE;;;MARRAKECH;
CT-000440;Fatima Benali;ruth.cheruiyot.mar440@vg-eval.test;+212 647356707;MA;Meknes;2026-04-11T19:35:17Z;active;0;;;MARRAKECH;
CT-000882;Salma Zahra;sipho.tazi.mar882@vg-eval.test;+212 689893352;MA;Agadir;2026-02-05T20:04:50Z;active;0;;;MARRAKECH;
CT-000361;Rachid Elidrissi;sipho.wanjiru.mar361@vg-eval.test;+212 606722596;MA;Marrakech;2026-02-05T11:42:20Z;active;TRUE;;;MARRAKECH;
CT-000914;Rachid Zahra;alice.odhiambo.mar914@vg-eval.test;+212 607441161;MA;Tanger;2026-03-12T03:57:55Z;active;true;;;MARRAKECH;
CT-000583;Rachid Zahra;alice.dlamini.mar583@vg-eval.test;+212 677694328;MA;Marrakech;2026-03-22T11:06:24Z;active;1;;;MARRAKECH;
CT-000344;Rachid Elidrissi;thandi.fassi.mar344@vg-eval.test;+212 634739530;MA;Fes;2026-01-06T02:35:12Z;active;Y;;;MARRAKECH;
CT-000448;Youssef Haddad;daniel.fassi.mar448@vg-eval.test;+212 678009125;MA;Meknes;2026-02-20T23:23:21Z;active;Y;;;MARRAKECH;
CT-000859;Omar Benali;johan.kimani.mar859@vg-eval.test;+212 625830654;MA;Agadir;2026-01-30T15:09:45Z;active;TRUE;;;MARRAKECH;
CT-000499;Fatima Benali;diana.nkosi.kil34786@vg-eval.test;+212 649519834;MA;Meknes;2026-03-19T16:45:16Z;active;1;;;MARRAKECH;
CT-000057;Youssef Benali;karim.kamau.mar57@vg-eval.test;+212 657913892;MA;Casablanca;2026-02-18T21:45:40Z;active;yes;;;MARRAKECH;
CT-000229;Rachid Haddad;sarah.mokoena.mar229@vg-eval.test;+212 678372346;MA;Meknes;2026-01-02T17:10:18Z;active;no;;;MARRAKECH;
CT-000555;Fatima Benali;karim.pretorius.mar555@vg-eval.test;+212 607130874;MA;Casablanca;2026-02-04T21:09:16Z;active;f;;;MARRAKECH;
CT-000014;Layla Zahra;mercy.tazi.mar14@vg-eval.test;+212 693469811;MA;Tanger;2026-03-06T09:52:31Z;active;true;;;MARRAKECH;
CT-000646;Layla Elidrissi;peter.bennani.kil29139@vg-eval.test;+212 670144297;MA;Oujda;2026-02-13T05:44:06Z;active;0;;;MARRAKECH;
CT-000894;Omar Zahra;john.wafula.mar894@vg-eval.test;+212 664734574;MA;Fes;2026-02-27T21:19:32Z;active;true;;;MARRAKECH;
CT-000067;Omar Bennani;alice.bennani.mar67@vg-eval.test;+212 604368283;MA;Fes;2026-04-15T04:15:03Z;active;TRUE;;;MARRAKECH;
CT-000898;Layla Elidrissi;nomsa.alaoui.kil71818@vg-eval.test;+212 629613904;MA;Fes;2026-01-11T20:01:48Z;active;FALSE;;;MARRAKECH;
CT-000339;Salma Tazi;dennis.berrada.mar339@vg-eval.test;+212 684334488;MA;Marrakech;2026-01-29T10:56:02Z;active;f;;;MARRAKECH;
CT-000179;Layla Haddad;michael.cheruiyot.mar179@vg-eval.test;+212 662112873;MA;Meknes;2026-02-22T10:00:37Z;active;no;;;MARRAKECH;
CT-000075;Rachid Haddad;omar.kimani.kil22450@vg-eval.test;+212 684945495;MA;Oujda;2026-03-29T23:19:35Z;active;no;;;MARRAKECH;
CT-000237;Fatima Bennani;sipho.cheruiyot.mar237@vg-eval.test;+212 689136723;MA;Agadir;2026-01-07T20:34:55Z;active;f;;;MARRAKECH;
CT-000036;Layla Bennani;pieter.kimani.mar36@vg-eval.test;+212 633334891;MA;Casablanca;2026-03-06T18:53:00Z;active;1;;;MARRAKECH;
CT-000060;Omar Zahra;daniel.barasa.mar60@vg-eval.test;+212 686219903;MA;Meknes;2026-03-07T06:53:09Z;active;Y;;;MARRAKECH;
CT-000522;Rachid Elidrissi;kevin.fassi.mar522@vg-eval.test;+212 619565148;MA;Meknes;2026-04-08T07:23:29Z;active;f;;;MARRAKECH;
CT-000259;Omar Zahra;salma.haddad.mar259@vg-eval.test;+212 658013925;MA;Rabat;2026-03-09T15:13:13Z;active;0;;;MARRAKECH;
CT-000707;Rachid Tazi;daniel.njoroge.mar707@vg-eval.test;+212 657260261;MA;Marrakech;2026-02-17T19:26:08Z;active;true;;;MARRAKECH;
CT-000681;Fatima Haddad;nancy.bennani.kil4599@vg-eval.test;+212 668730504;MA;Rabat;2026-02-04T22:58:32Z;active;1;;;MARRAKECH;
CT-000907;Omar Bennani;zanele.kiptoo.mar907@vg-eval.test;+212 610232493;MA;Tanger;2026-01-01T13:06:03Z;active;TRUE;;;MARRAKECH;
CT-000375;Salma Zahra;ann.mutua.mar375@vg-eval.test;+212 602733599;MA;Fes;2026-02-03T11:10:37Z;active;no;;;MARRAKECH;
CT-000328;Rachid Tazi;simon.barasa.mar328@vg-eval.test;+212 690750967;MA;Agadir;2026-02-15T18:12:59Z;active;TRUE;;;MARRAKECH;
CT-000202;Layla Tazi;sipho.kiptoo.kil72270@vg-eval.test;+212 691085319;MA;Oujda;2026-01-20T07:22:27Z;active;yes;;;MARRAKECH;
CT-000171;Youssef Tazi;zanele.otieno.mar171@vg-eval.test;+212 641318683;MA;Tanger;2026-04-08T11:59:25Z;active;yes;;;MARRAKECH;
CT-000807;Rachid Elidrissi;george.vermeulen.mar807@vg-eval.test;+212 649512632;MA;Rabat;2026-02-23T08:04:30Z;active;true;;;MARRAKECH;
CT-000767;Youssef Elidrissi;george.mokoena.mar767@vg-eval.test;+212 645205947;MA;Rabat;2026-01-04T04:45:30Z;active;1;;;MARRAKECH;
CT-000615;Omar Bennani;faith.mutua.mar615@vg-eval.test;+212 665917785;MA;Oujda;2026-04-14T01:07:00Z;active;yes;;;MARRAKECH;
CT-000443;Fatima Tazi;lucy.mutua.mar443@vg-eval.test;+212 601243460;MA;Meknes;2026-02-09T17:02:42Z;active;no;;;MARRAKECH;
CT-000481;Rachid Haddad;esther.kamau.mar481@vg-eval.test;+212 668534659;MA;Rabat;2026-04-08T11:43:31Z;active;true;;;MARRAKECH;
CT-000216;Omar Tazi;joan.benali.kil69242@vg-eval.test;+212 689483256;MA;Oujda;2026-02-01T22:40:33Z;active;FALSE;;;MARRAKECH;
CT-000647;Layla Elidrissi;fatima.njenga.kil25365@vg-eval.test;+212 657183297;MA;Meknes;2026-03-21T05:38:57Z;active;TRUE;;;MARRAKECH;
CT-000392;Youssef Elidrissi;michael.bennani.mar392@vg-eval.test;+212 640582451;MA;Agadir;2026-03-18T16:00:12Z;active;0;;;MARRAKECH;
CT-000494;Fatima Haddad;pieter.elidrissi.mar494@vg-eval.test;+212 656547222;MA;Tanger;2026-02-08T19:30:10Z;active;0;;;MARRAKECH;
CT-000196;Fatima Zahra;james.barasa.mar196@vg-eval.test;+212 647360386;MA;Rabat;2026-03-21T17:47:12Z;active;Y;;;MARRAKECH;
CT-000863;Fatima Benali;mary.njoroge.kil59146@vg-eval.test;+212 698932447;MA;Tanger;2026-02-08T20:15:33Z;active;1;;;MARRAKECH;
CT-000695;Rachid Benali;paul.vermeulen.mar695@vg-eval.test;+212 690603766;MA;Agadir;2026-01-10T18:03:56Z;active;FALSE;;;MARRAKECH;
CT-000409;Omar Benali;karim.naidoo.mar409@vg-eval.test;+212 654014808;MA;Fes;2026-01-28T20:52:02Z;active;1;;;MARRAKECH;
CT-000722;Salma Benali;kevin.haddad.mar722@vg-eval.test;+212 637895803;MA;Casablanca;2026-01-15T07:28:28Z;active;FALSE;;;MARRAKECH;
CT-000108;Fatima Zahra;caroline.njenga.kil27099@vg-eval.test;+212 664680405;MA;Tanger;2026-01-02T11:36:45Z;active;false;;;MARRAKECH;
CT-000609;Rachid Haddad;karim.dlamini.mar609@vg-eval.test;+212 684973498;MA;Rabat;2026-03-26T05:33:07Z;active;f;;;MARRAKECH;
CT-000892;Omar Benali;david.okoth.mar892@vg-eval.test;+212 660619563;MA;Oujda;2026-02-22T00:20:33Z;active;FALSE;;;MARRAKECH;
CT-000877;Omar Zahra;simon.mwangi.mar877@vg-eval.test;+212 654350038;MA;Rabat;2026-02-10T07:01:44Z;active;TRUE;;;MARRAKECH;
CT-000240;Fatima Zahra;victor.haddad.mar240@vg-eval.test;+212 609044267;MA;Marrakech;2026-02-02T14:13:37Z;active;Y;;;MARRAKECH;
CT-000152;Fatima Benali;caroline.zahra.kil16188@vg-eval.test;+212 662681353;MA;Marrakech;2026-03-04T03:18:33Z;active;1;;;MARRAKECH;
CT-000276;Layla Tazi;rachid.njenga.mar276@vg-eval.test;+212 607178313;MA;Tanger;2026-04-06T10:23:30Z;active;FALSE;;;MARRAKECH;
CT-000819;Salma Elidrissi;alice.wafula.mar819@vg-eval.test;+212 641259002;MA;Casablanca;2026-04-15T13:45:55Z;active;true;;;MARRAKECH;
CT-000671;Fatima Bennani;caroline.barasa.mar671@vg-eval.test;+212 628735474;MA;Fes;2026-02-10T20:53:05Z;active;yes;;;MARRAKECH;
CT-000487;Fatima Haddad;rose.okoth.mar487@vg-eval.test;+212 668546988;MA;Fes;2026-01-03T22:36:46Z;active;TRUE;;;MARRAKECH;
CT-000346;Omar Bennani;dennis.njenga.mar346@vg-eval.test;+212 682236262;MA;Oujda;2026-01-17T06:06:22Z;active;0;;;MARRAKECH;
CT-000858;Layla Zahra;diana.fassi.kil59929@vg-eval.test;+212 697246446;MA;Casablanca;2026-02-23T21:23:55Z;active;f;;;MARRAKECH;
CT-000252;Layla Benali;mary.naidoo.mar252@vg-eval.test;+212 698069530;MA;Meknes;2026-01-14T17:40:11Z;active;1;;;MARRAKECH;
CT-000048;Layla Bennani;brian.mokoena.kil43885@vg-eval.test;+212 647099638;MA;Marrakech;2026-01-01T02:59:57Z;active;f;;;MARRAKECH;
CT-000459;Omar Bennani;pieter.naidoo.mar459@vg-eval.test;+212 671788322;MA;Rabat;2026-02-03T10:26:27Z;active;f;;;MARRAKECH;
CT-000552;Fatima Zahra;victor.nkosi.mar552@vg-eval.test;+212 644907420;MA;Marrakech;2026-01-22T03:16:22Z;active;yes;;;MARRAKECH;
CT-000121;Layla Bennani;diana.elidrissi.mar121@vg-eval.test;+212 657434141;MA;Casablanca;2026-04-07T07:30:28Z;active;TRUE;;;MARRAKECH;
CT-000069;Fatima Haddad;karim.tazi.mar69@vg-eval.test;+212 650889716;MA;Meknes;2026-02-13T03:36:22Z;active;true;;;MARRAKECH;
CT-000005;Salma Haddad;layla.elidrissi.mar5@vg-eval.test;+212 600217636;MA;Agadir;2026-03-15T01:43:52Z;active;f;;;MARRAKECH;
CT-000456;Rachid Elidrissi;michael.nkosi.mar456@vg-eval.test;+212 676107432;MA;Oujda;2026-02-10T14:19:55Z;active;FALSE;;;MARRAKECH;
CT-000268;Fatima Zahra;rachid.mokoena.mar268@vg-eval.test;+212 695116310;MA;Tanger;2026-03-30T13:55:59Z;active;Y;;;MARRAKECH;
CT-000685;Salma Benali;mercy.nkosi.kil40579@vg-eval.test;+212 618875660;MA;Oujda;2026-03-28T19:35:17Z;active;false;;;MARRAKECH;
CT-000627;Youssef Benali;layla.barasa.mar627@vg-eval.test;+212 617313862;MA;Tanger;2026-01-22T11:13:51Z;active;false;;;MARRAKECH;
CT-000214;Salma Zahra;paul.mwangi.mar214@vg-eval.test;+212 612170454;MA;Agadir;2026-03-15T20:58:42Z;active;no;;;MARRAKECH;
CT-000879;Youssef Tazi;zanele.elidrissi.mar879@vg-eval.test;+212 623750262;MA;Meknes;2026-01-30T22:04:15Z;active;TRUE;;;MARRAKECH;
CT-000903;Fatima Haddad;caroline.naidoo.mar903@vg-eval.test;+212 608209311;MA;Meknes;2026-03-25T14:56:45Z;active;true;;;MARRAKECH;
CT-000782;Youssef Benali;zanele.fassi.mar782@vg-eval.test;+212 608506107;MA;Oujda;2026-01-30T09:19:56Z;active;f;;;MARRAKECH;
CT-000537;Salma Elidrissi;omar.vermeulen.mar537@vg-eval.test;+212 605374606;MA;Agadir;2026-02-23T00:05:49Z;active;0;;;MARRAKECH;
CT-000278;Youssef Elidrissi;rachid.haddad.mar278@vg-eval.test;+212 646877300;MA;Tanger;2026-03-13T08:42:36Z;active;false;;;MARRAKECH;
CT-000661;Omar Haddad;michael.barasa.mar661@vg-eval.test;+212 681772503;MA;Tanger;2026-02-21T21:34:17Z;active;yes;;;MARRAKECH;
CT-000136;Fatima Zahra;alice.achieng.mar136@vg-eval.test;+212 638929139;MA;Agadir;2026-03-23T13:11:31Z;active;false;;;MARRAKECH;
CT-000513;Layla Tazi;pieter.wafula.mar513@vg-eval.test;+212 622424508;MA;Oujda;2026-02-27T11:47:49Z;active;0;;;MARRAKECH;
CT-000762;Salma Bennani;samuel.mokoena.mar762@vg-eval.test;+212 632478099;MA;Meknes;2026-04-03T03:35:02Z;active;1;;;MARRAKECH;
CT-000876;Layla Haddad;samuel.okoth.mar876@vg-eval.test;+212 665075907;MA;Marrakech;2026-03-08T21:47:58Z;active;f;;;MARRAKECH;
CT-961602;Rose Odhiambo;z198@vg-eval.test;0712000000;ZZ;City;2026-02-01;active;true
CT-000556;Omar Elidrissi;diana.berrada.mar556@vg-eval.test;+212 634988460;MA;Oujda;2026-02-20T04:28:02Z;active;FALSE;;;MARRAKECH;
CT-000854;Youssef Tazi;kevin.pretorius.kil7966@vg-eval.test;+212 616245493;MA;Tanger;2026-03-20T02:01:21Z;active;0;;;MARRAKECH;
CT-000692;Rachid Haddad;victor.mutua.mar692@vg-eval.test;+212 671209931;MA;Marrakech;2026-02-05T10:34:34Z;active;yes;;;MARRAKECH;
CT-000212;Rachid Elidrissi;dennis.kiptoo.mar212@vg-eval.test;+212 643616401;MA;Fes;2026-03-06T11:57:49Z;active;yes;;;MARRAKECH;
CT-000600;Layla Haddad;rose.mutua.mar600@vg-eval.test;+212 658897367;MA;Tanger;2026-02-06T17:07:45Z;active;true;;;MARRAKECH;
CT-000759;Salma Tazi;victor.kamau.mar759@vg-eval.test;+212 683637194;MA;Meknes;2026-03-15T22:12:41Z;active;no;;;MARRAKECH;
CT-000704;Layla Haddad;samuel.kimani.mar704@vg-eval.test;+212 676907145;MA;Tanger;2026-01-15T05:09:33Z;active;no;;;MARRAKECH;
CT-000404;Salma Haddad;daniel.haddad.mar404@vg-eval.test;+212 618043126;MA;Marrakech;2026-02-27T23:58:42Z;active;no;;;MARRAKECH;
CT-000166;Salma Bennani;rachid.haddad.mar166@vg-eval.test;+212 608673595;MA;Oujda;2026-01-19T21:21:28Z;active;true;;;MARRAKECH;
CT-000773;Rachid Tazi;sarah.fassi.mar773@vg-eval.test;+212 606342036;MA;Rabat;2026-01-30T18:27:37Z;active;yes;;;MARRAKECH;
CT-000062;Omar Benali;joan.zahra.mar62@vg-eval.test;+212 644720844;MA;Agadir;2026-01-22T05:16:51Z;active;Y;;;MARRAKECH;
CT-000795;Layla Zahra;mercy.okoth.kil66532@vg-eval.test;+212 642822992;MA;Tanger;2026-04-09T16:22:13Z;active;no;;;MARRAKECH;
CT-000180;Layla Benali;peter.cheruiyot.mar180@vg-eval.test;+212 676906140;MA;Casablanca;2026-01-04T18:04:08Z;active;0;;;MARRAKECH;
CT-000559;Layla Benali;lerato.wafula.mar559@vg-eval.test;+212 669320648;MA;Tanger;2026-03-25T08:12:38Z;active;true;;;MARRAKECH;
CT-000544;Salma Elidrissi;alice.elidrissi.mar544@vg-eval.test;+212 613849799;MA;Agadir;2026-02-22T21:28:05Z;active;1;;;MARRAKECH;
CT-000285;Youssef Elidrissi;ruth.otieno.mar285@vg-eval.test;+212 658241657;MA;Fes;2026-03-10T14:40:11Z;active;f;;;MARRAKECH;
CT-000221;Youssef Elidrissi;grace.mutua@vg-eval.test;+212 654463791;MA;Tanger;2026-03-17T01:31:25Z;active;TRUE;;;MARRAKECH;
CT-000114;Omar Benali;fatima.wanjiru.mar114@vg-eval.test;+212 665119520;MA;Casablanca;2026-01-04T00:28:06Z;active;true;;;MARRAKECH;
CT-000760;Salma Elidrissi;rachid.wafula.mar760@vg-eval.test;+212 626232574;MA;Fes;2026-02-17T09:51:29Z;active;yes;;;MARRAKECH;
CT-000300;Salma Elidrissi;paul.achieng.mar300@vg-eval.test;+212 686880798;MA;Tanger;2026-03-23T03:21:49Z;active;0;;;MARRAKECH;
CT-000081;Fatima Haddad;peter.vermeulen.mar81@vg-eval.test;+212 645009161;MA;Tanger;2026-04-04T02:30:49Z;active;true;;;MARRAKECH;
CT-000789;Rachid Bennani;sipho.tazi.mar789@vg-eval.test;+212 611311404;MA;Meknes;2026-01-27T06:35:51Z;active;FALSE;;;MARRAKECH;
CT-000415;Fatima Elidrissi;lucy.tazi.kil23588@vg-eval.test;+212 600793837;MA;Meknes;2026-01-17T09:00:35Z;active;no;;;MARRAKECH;
CT-000884;Fatima Haddad;kevin.pretorius.mar884@vg-eval.test;+212 654219019;MA;Rabat;2026-01-22T22:13:10Z;active;true;;;MARRAKECH;
CT-000331;Fatima Bennani;kevin.wafula.mar331@vg-eval.test;+212 658016791;MA;Tanger;2026-01-18T02:44:37Z;active;false;;;MARRAKECH;
CT-000663;Rachid Zahra;johan.nkosi.kil67728@vg-eval.test;+212 667015269;MA;Tanger;2026-03-24T07:21:04Z;active;FALSE;;;MARRAKECH;
CT-000315;Omar Zahra;mary.berrada.kil30716@vg-eval.test;+212 646221435;MA;Casablanca;2026-04-10T03:50:18Z;active;FALSE;;;MARRAKECH;
CT-000860;Omar Benali;pieter.nkosi.mar860@vg-eval.test;+212 653291992;MA;Meknes;2026-01-19T23:14:39Z;active;0;;;MARRAKECH;
CT-000065;Layla Tazi;ann.mutua.mar65@vg-eval.test;+212 683230340;MA;Rabat;2026-01-24T10:36:26Z;active;true;;;MARRAKECH;
CT-000601;Youssef Tazi;johan.pretorius.mar601@vg-eval.test;+212 664959507;MA;Fes;2026-01-01T21:36:04Z;active;1;;;MARRAKECH;
CT-000408;Fatima Haddad;caroline.kamau.kil52687@vg-eval.test;+212 635685247;MA;Meknes;2026-02-18T19:44:19Z;active;yes;;;MARRAKECH;
CT-000468;Rachid Elidrissi;yassine.kamau.mar468@vg-eval.test;+212 621920715;MA;Oujda;2026-03-04T10:48:41Z;active;no;;;MARRAKECH;
CT-000454;Omar Haddad;david.naidoo.kil44982@vg-eval.test;+212 648104603;MA;Meknes;2026-02-20T18:51:55Z;active;true;;;MARRAKECH;
