Full Name,Email,External Id,Phone,Country,Status,City,Signup At,Consent Marketing,Brand Code,Deleted At,Suppressed Until,Notes
Yassine Odhiambo,diana.alaoui.kar598@vg-eval.test,CT-000598,025723447133,ZA,unsubscribed,Johannesburg,2026-02-06T17:29:37Z,1,KAROO,,,
Ruth Tazi,grace.mokoena.kar640@vg-eval.test,CT-000640,254-738-052209,ZA,active,Johannesburg,2026-02-19T14:56:42Z,0,KAROO,,,
Esther Mwangi,zanele.wafula.kar1122@vg-eval.test,CT-001122,025719795892,ZA,active,Johannesburg,2026-02-23T16:20:50Z,0,KAROO,,,
John Berrada,john.nkosi.kar2750@vg-eval.test,CT-002750,025710770709,ZA,active,Johannesburg,2026-03-13T10:11:20Z,1,KAROO,,,
Yassine Naidoo,dennis.barasa.kar7657@vg-eval.test,CT-007657,0716654465,ZA,active,East London,2026-01-10T21:57:10Z,0,KAROO,,,
Ruth Bennani,isaac.mutua.kar1145@vg-eval.test,CT-001145,0716541643,ZA,active,Bloemfontein,2026-03-17T20:21:31Z,true,KAROO,,,
Paul Dlamini,paul.alaoui.kar6943@vg-eval.test,CT-006943,+254 726 498 862,ZA,active,Polokwane,2026-01-28T10:22:56Z,TRUE,KAROO,,,
Alice Achieng,sipho.dlamini.kar2961@vg-eval.test,CT-002961,0732929787,ZA,active,Durban,2026-04-13T14:53:04Z,0,KAROO,,,
Alice Kamau,layla.njenga.kar7287@vg-eval.test,CT-007287,+254 714 454 479,ZA,active,Durban,2026-03-02T15:37:41Z,FALSE,KAROO,,,
Fatima Wafula,zanele.barasa.kar3569@vg-eval.test,CT-003569,0723281679,ZA,active,East London,2026-04-06T00:56:11Z,true,KAROO,,,
Lerato Elidrissi,diana.mokoena.kar7161@vg-eval.test,CT-007161,0726147831,ZA,unsubscribed,Cape Town,2026-02-20T23:43:20Z,no,KAROO,,,
Pieter Naidoo,john.benali.kil55914@vg-eval.test,CT-007672,254-724-111578,ZA,active,Cape Town,2026-03-22T01:14:43Z,yes,KAROO,,,
Omar Wafula,john.barasa.kar7489@vg-eval.test,CT-007489,0732061499,ZA,active,Bloemfontein,2026-03-21T08:50:38Z,f,KAROO,,,
Lerato Vermeulen,diana.benali.kar10134@vg-eval.test,CT-010134,025731150258,ZA,active,Polokwane,2026-01-26T08:42:24Z,true,KAROO,,,
Grace Dlamini,diana.bennani.kar5498@vg-eval.test,CT-005498,025716800600,ZA,active,Pretoria,2026-04-05T13:26:05Z,true,KAROO,,,
John Achieng,ruth.barasa.kil28897@vg-eval.test,CT-011698,025732453329,ZA,active,Gqeberha,2026-03-25T13:14:16Z,no,KAROO,,,
Victor Berrada,alice.njenga.kar7586@vg-eval.test,CT-007586,025719441921,ZA,active,Polokwane,2026-04-12T02:00:44Z,false,KAROO,,,
Dennis Achieng,layla.wafula.kar968@vg-eval.test,CT-000968,254-731-686504,ZA,active,Pretoria,2026-03-20T05:54:28Z,f,KAROO,,,
Layla Wafula,yassine.barasa.kar8186@vg-eval.test,CT-008186,025701106141,ZA,active,Durban,2026-02-12T11:07:08Z,0,KAROO,,,
Brian Pretorius,layla.barasa.kil7340@vg-eval.test,CT-003418,025721228371,ZA,active,Gqeberha,2026-01-01T18:09:39Z,1,KAROO,,,
Dennis Benali,victor.kiptoo.kar7899@vg-eval.test,CT-007899,+254 719 912 130,ZA,active,Durban,2026-02-09T17:13:43Z,false,KAROO,,,
Michael Bennani,salma.bennani.kar11933@vg-eval.test,CT-011933,0738165574,ZA,active,East London,2026-02-26T02:44:17Z,FALSE,KAROO,,,
Daniel Tazi,isaac.naidoo.kar4391@vg-eval.test,CT-004391,+254 708 332 341,ZA,unsubscribed,Johannesburg,2026-01-16T09:35:13Z,f,KAROO,,,
James Pretorius,lucy.mwangi.kar2806@vg-eval.test,CT-002806,025717997755,ZA,active,Bloemfontein,2026-02-11T03:54:49Z,yes,KAROO,,,
Dennis Bennani,pieter.fassi.kar7402@vg-eval.test,CT-007402,025732671909,ZA,active,Durban,2026-01-18T15:08:29Z,true,KAROO,,,
Yassine Mwangi,paul.kamau.kar1486@vg-eval.test,CT-001486,025739882537,ZA,active,Bloemfontein,2026-03-01T14:41:31Z,f,KAROO,,,
Sipho Vermeulen,lucy.benali.kar8167@vg-eval.test,CT-008167,+254 721 338 699,ZA,active,Cape Town,2026-02-27T13:55:26Z,false,KAROO,,,
Samuel Odhiambo,pieter.kamau.kar10070@vg-eval.test,CT-010070,025710823456,ZA,active,Bloemfontein,2026-01-04T23:19:33Z,TRUE,KAROO,,,
Ann Mutua,karim.tazi.kar6679@vg-eval.test,CT-006679,+254 705 737 725,ZA,active,Durban,2026-02-09T14:23:34Z,yes,KAROO,,,
Faith Mwangi,leak.kil.72@vg-eval.test,CT-900072,0717900545,KE,active,Nairobi,2026-01-23T17:56:14Z,true,KILELE,,,
Ann Mutua,rachid.naidoo.kar4245@vg-eval.test,CT-004245,0737285710,ZA,active,Polokwane,2026-01-05T14:58:05Z,TRUE,KAROO,,,
Ann Naidoo,kevin.otieno.kar760@vg-eval.test,CT-000760,254-726-564531,ZA,active,Durban,2026-01-22T11:27:20Z,0,KAROO,,,
Nomsa Naidoo,pieter.mwangi.kar9887@vg-eval.test,CT-009887,+254 704 659 624,ZA,active,Polokwane,2026-01-02T23:36:18Z,FALSE,KAROO,,,
Lucy Vermeulen,ann.elidrissi.kar1349@vg-eval.test,CT-001349,0719218004,ZA,unsubscribed,Bloemfontein,2026-02-24T08:48:53Z,1,KAROO,,,
Grace Odhiambo,george.achieng.kar4381@vg-eval.test,CT-004381,0716482359,ZA,active,Bloemfontein,2026-03-14T05:13:48Z,TRUE,KAROO,,,
Rachid Wafula,brian.zahra.kar1979@vg-eval.test,CT-001979,+254 732 538 794,ZA,active,Durban,2026-03-21T03:16:35Z,0,KAROO,,,
Daniel Otieno,david.alaoui.kar6061@vg-eval.test,CT-006061,0713119995,ZA,active,East London,2026-03-12T22:44:28Z,Y,KAROO,,,
Ruth Mwangi,victor.kamau.kar6527@vg-eval.test,CT-006527,+254 704 277 029,ZA,active,Gqeberha,2026-03-13T09:37:54Z,no,KAROO,,,
Esther Bennani,leak.kil.47@vg-eval.test,CT-900047,254-701-984437,KE,active,Nairobi,2026-03-24T18:15:35Z,true,KILELE,,,
Lerato Benali,karim.pretorius.kar11955@vg-eval.test,CT-011955,+254 738 419 927,ZA,unsubscribed,East London,2026-01-13T15:02:25Z,true,KAROO,,,
Thandi Vermeulen,karim.odhiambo.kar4593@vg-eval.test,CT-004593,0738686066,ZA,active,Pretoria,2026-03-21T17:47:49Z,1,KAROO,,,
Lucy Kamau,simon.mokoena.kar712@vg-eval.test,CT-000712,254-720-614307,ZA,active,Gqeberha,2026-01-10T12:37:35Z,true,KAROO,,,
Alice Elidrissi,daniel.benali.kar2597@vg-eval.test,CT-002597,0712887577,ZA,active,Cape Town,2026-04-06T05:35:31Z,FALSE,KAROO,,,
James Achieng,sarah.haddad.kar10728@vg-eval.test,CT-010728,254-712-156173,ZA,unsubscribed,Polokwane,2026-02-24T20:13:39Z,TRUE,KAROO,,,
Dennis Alaoui,samuel.benali.kar10477@vg-eval.test,CT-010477,0704623475,ZA,unsubscribed,Bloemfontein,2026-01-17T16:38:55Z,FALSE,KAROO,,,
Rachid Barasa,peter.cheruiyot.kar2418@vg-eval.test,CT-002418,025723439863,ZA,active,Pretoria,2026-03-10T15:57:54Z,f,KAROO,,,
Salma Dlamini,victor.naidoo.kar10638@vg-eval.test,CT-010638,025721045960,ZA,active,Cape Town,2026-01-12T08:39:25Z,yes,KAROO,,,
John Otieno,amina.benali.kar1496@vg-eval.test,CT-001496,254-719-643311,ZA,active,Gqeberha,2026-01-13T01:45:38Z,yes,KAROO,,,
Mercy Kiptoo,alice.fassi.kar3996@vg-eval.test,CT-003996,254-726-017117,ZA,active,Bloemfontein,2026-03-05T14:02:02Z,Y,KAROO,,,
Mercy Cheruiyot,alice.cheruiyot.kar7633@vg-eval.test,CT-007633,0723356213,ZA,unsubscribed,Bloemfontein,2026-03-07T13:02:08Z,f,KAROO,,,
Rachid Kiptoo,mary.tazi.kar10933@vg-eval.test,CT-010933,0739652519,ZA,active,Johannesburg,2026-03-15T13:05:53Z,false,KAROO,,,
Mary Achieng,paul.kiptoo.kar2576@vg-eval.test,CT-002576,254-702-754136,ZA,active,Polokwane,2026-03-19T21:32:40Z,TRUE,KAROO,,,
Joan Odhiambo,rose.haddad.kar4163@vg-eval.test,CT-004163,+254 715 284 006,ZA,active,Johannesburg,2026-04-16T21:49:18Z,TRUE,KAROO,,,
James Kimani,nancy.mutua.kar3492@vg-eval.test,CT-003492,254-726-657235,ZA,active,Pretoria,2026-01-30T20:12:44Z,Y,KAROO,,,
Kevin Kiptoo,isaac.wafula.kar238@vg-eval.test,CT-000238,025727861900,ZA,unsubscribed,Polokwane,2026-02-06T11:13:51Z,FALSE,KAROO,,,
Johan Njenga,pieter.kimani.kar10127@vg-eval.test,CT-010127,+254 716 199 196,ZA,active,Pretoria,2026-03-12T18:55:00Z,TRUE,KAROO,,,
Rachid Kiptoo,lerato.barasa.kar1100@vg-eval.test,CT-001100,254-719-266231,ZA,active,Polokwane,2026-03-28T13:50:26Z,yes,KAROO,,,
Rose Haddad,amina.kiptoo.kar11195@vg-eval.test,CT-011195,+254 733 752 033,ZA,active,Cape Town,2026-02-27T04:13:19Z,f,KAROO,,,
Caroline Okoth,david.benali.kar1973@vg-eval.test,CT-001973,0724506049,ZA,active,Pretoria,2026-03-14T21:33:46Z,no,KAROO,,,
Mercy Haddad,alice.benali.kar9204@vg-eval.test,CT-009204,254-725-446915,ZA,active,Gqeberha,2026-04-08T05:41:29Z,Y,KAROO,,,
Diana Njenga,caroline.odhiambo.kar10518@vg-eval.test,CT-010518,025726719685,ZA,active,Bloemfontein,2026-03-12T18:44:32Z,no,KAROO,,,
Dennis Benali,grace.mwangi.kar10777@vg-eval.test,CT-010777,0720183817,ZA,active,Polokwane,2026-03-16T12:46:35Z,false,KAROO,,,
Rose Mutua,mary.naidoo.kar7512@vg-eval.test,CT-007512,254-718-938231,ZA,active,Johannesburg,2026-01-05T20:05:18Z,yes,KAROO,,,
George Njoroge,amina.vermeulen.kar10255@vg-eval.test,CT-010255,+254 728 939 309,ZA,bounced,Gqeberha,2026-02-15T13:24:27Z,Y,KAROO,,,
Sipho Vermeulen,omar.fassi.kar6166@vg-eval.test,CT-006166,025719047640,ZA,active,Polokwane,2026-01-28T09:27:04Z,true,KAROO,,,
Michael Berrada,pieter.odhiambo.kil13661@vg-eval.test,CT-001171,+254 701 581 793,ZA,active,East London,2026-02-08T06:36:50Z,yes,KAROO,,,
Grace Kamau,mary.okoth.kar9327@vg-eval.test,CT-009327,+254 739 053 758,ZA,bounced,East London,2026-01-11T21:32:16Z,no,KAROO,,,
Nomsa Berrada,mercy.njoroge.kar9323@vg-eval.test,CT-009323,+254 704 411 931,ZA,active,Bloemfontein,2026-02-26T09:57:13Z,0,KAROO,,,
Isaac Vermeulen,isaac.mwangi.kar11847@vg-eval.test,CT-011847,+254 709 913 212,ZA,active,Cape Town,2026-03-20T18:59:55Z,yes,KAROO,,,
Peter Haddad,kevin.kamau.kar2549@vg-eval.test,CT-002549,0707881536,ZA,active,Durban,2026-03-23T03:58:14Z,true,KAROO,,,
Paul Nkosi,james.okoth.kar1375@vg-eval.test,CT-001375,+254 739 351 882,ZA,active,Durban,2026-01-26T04:08:46Z,FALSE,KAROO,,,
Esther Kamau,lerato.mokoena.kar2544@vg-eval.test,CT-002544,254-732-462009,ZA,active,Gqeberha,2026-02-20T10:54:49Z,yes,KAROO,,,
Joan Mwangi,daniel.barasa.kar4499@vg-eval.test,CT-004499,+254 710 059 143,ZA,active,Johannesburg,2026-01-11T09:15:55Z,Y,KAROO,,,
Nomsa Barasa,diana.naidoo.kar1329@vg-eval.test,CT-001329,0701293689,ZA,active,East London,2026-03-07T21:58:56Z,FALSE,KAROO,,,
Nancy Vermeulen,paul.dlamini.kar4399@vg-eval.test,CT-004399,+254 711 247 364,ZA,active,East London,2026-01-14T19:48:09Z,0,KAROO,,,
Ann Okoth,brian.kamau.kar4857@vg-eval.test,CT-004857,0702501527,ZA,active,Bloemfontein,2026-01-22T11:10:10Z,no,KAROO,,,
Grace Haddad,james.alaoui.kar3163@vg-eval.test,CT-003163,+254 707 411 391,ZA,active,Bloemfontein,2026-03-14T20:10:37Z,false,KAROO,,,
Simon Nkosi,rose.kiptoo.kil7579@vg-eval.test,CT-001780,254-707-625472,ZA,active,Durban,2026-02-04T04:29:39Z,FALSE,KAROO,,,
Yassine Zahra,alice.fassi.kar5686@vg-eval.test,CT-005686,025703497365,ZA,active,Pretoria,2026-01-30T19:48:36Z,FALSE,KAROO,,,
Kevin Tazi,mary.dlamini.kar6973@vg-eval.test,CT-006973,0704586696,ZA,active,Cape Town,2026-01-25T18:22:11Z,0,KAROO,,,
Rachid Njoroge,john.kamau.kar1407@vg-eval.test,CT-001407,+254 707 955 767,ZA,active,Pretoria,2026-04-07T17:36:43Z,true,KAROO,,,
Caroline Berrada,amina.barasa.kar9041@vg-eval.test,CT-009041,0734508811,ZA,active,Durban,2026-03-03T09:02:48Z,0,KAROO,,,
Faith Odhiambo,caroline.kimani.kar6446@vg-eval.test,CT-006446,025702513065,ZA,active,East London,2026-03-19T16:16:54Z,0,KAROO,,,
Sipho Fassi,grace.kimani.kar10280@vg-eval.test,CT-010280,254-720-684043,ZA,active,Pretoria,2026-03-09T14:46:26Z,0,KAROO,,,
Layla Haddad,simon.njoroge.kar7409@vg-eval.test,CT-007409,0736809579,ZA,active,Bloemfontein,2026-01-03T13:55:17Z,f,KAROO,,,
Amina Kimani,samuel.mwangi.kar11651@vg-eval.test,CT-011651,+254 739 871 541,ZA,active,Durban,2026-03-18T03:47:39Z,Y,KAROO,,,
Salma Bennani,john.kiptoo.kar7647@vg-eval.test,CT-007647,+254 737 421 376,ZA,active,Pretoria,2026-03-27T19:07:35Z,no,KAROO,,,
Mercy Berrada,sarah.cheruiyot.kar1116@vg-eval.test,CT-001116,254-726-100906,ZA,active,Bloemfontein,2026-01-13T02:26:09Z,true,KAROO,,,
Lerato Odhiambo,fatima.njenga.kar10956@vg-eval.test,CT-010956,254-726-024323,ZA,active,Gqeberha,2026-01-24T22:59:54Z,TRUE,KAROO,,,
Faith Fassi,dennis.nkosi.kar4454@vg-eval.test,CT-004454,025704600505,ZA,active,Bloemfontein,2026-03-27T03:49:16Z,TRUE,KAROO,,,
Ann Fassi,alice.njenga.kar5875@vg-eval.test,CT-005875,+254 710 694 217,ZA,active,Cape Town,2026-02-20T01:08:14Z,false,KAROO,,,
Nancy Nkosi,amina.pretorius.kar4099@vg-eval.test,CT-004099,+254 713 067 528,ZA,active,Cape Town,2026-01-20T20:42:30Z,no,KAROO,,,
Sipho Achieng,amina.dlamini.kar11650@vg-eval.test,CT-011650,025709424406,ZA,active,Gqeberha,2026-02-09T02:52:45Z,FALSE,KAROO,,,
Daniel Pretorius,johan.haddad.kar4620@vg-eval.test,CT-004620,254-712-324719,ZA,active,Cape Town,2026-01-23T19:52:46Z,no,KAROO,,,
Alice Wanjiru,david.bennani.kar10077@vg-eval.test,CT-010077,0714213594,ZA,active,Gqeberha,2026-03-14T13:10:11Z,TRUE,KAROO,,,
Nancy Nkosi,pieter.wafula.kar6043@vg-eval.test,CT-006043,+254 718 915 474,ZA,active,Cape Town,2026-03-26T13:28:47Z,false,KAROO,,,
Grace Barasa,kevin.mokoena.kil40575@vg-eval.test,CT-001797,0712328525,ZA,active,Bloemfontein,2026-01-03T15:22:00Z,f,KAROO,,,
Joan Fassi,rachid.achieng.kil45528@vg-eval.test,CT-007443,+254 709 351 084,ZA,active,Johannesburg,2026-01-15T12:39:57Z,false,KAROO,,,
Karim Kamau,thandi.achieng.kar11125@vg-eval.test,CT-011125,0736795079,ZA,active,Pretoria,2026-01-06T11:29:28Z,Y,KAROO,,,
Nancy Zahra,sarah.mokoena.kil43011@vg-eval.test,CT-004618,025702891269,ZA,active,Pretoria,2026-03-21T11:54:13Z,Y,KAROO,,,
Alice Njoroge,yassine.berrada.kar10820@vg-eval.test,CT-010820,254-712-525278,ZA,active,Pretoria,2026-01-16T06:15:28Z,Y,KAROO,,,
Lucy Njoroge,david.haddad.kar914@vg-eval.test,CT-000914,025727986397,ZA,active,Johannesburg,2026-04-15T21:50:16Z,no,KAROO,,,
Johan Berrada,lucy.benali.kar12314@vg-eval.test,CT-012314,025731064176,ZA,active,East London,2026-01-19T23:41:14Z,TRUE,KAROO,,,
Kevin Wafula,amina.kamau.kar4289@vg-eval.test,CT-004289,0739175418,ZA,active,East London,2026-03-31T12:54:20Z,no,KAROO,,,
Paul Mutua,thandi.wafula.kar4267@vg-eval.test,CT-004267,+254 701 938 700,ZA,active,Johannesburg,2026-02-07T05:33:43Z,Y,KAROO,,,
Paul Naidoo,mercy.mwangi.kar4370@vg-eval.test,CT-004370,025705718739,ZA,active,Johannesburg,2026-01-05T04:16:06Z,yes,KAROO,,,
Brian Barasa,john.benali.kar6798@vg-eval.test,CT-006798,025705928513,ZA,active,Bloemfontein,2026-02-02T14:51:19Z,f,KAROO,,,
Sipho Cheruiyot,rachid.naidoo.kil67914@vg-eval.test,CT-005237,0703522946,ZA,active,Durban,2026-04-11T17:09:50Z,yes,KAROO,,,
Lucy Mutua,samuel.tazi.kar6491@vg-eval.test,CT-006491,+254 724 379 839,ZA,active,Gqeberha,2026-03-13T20:53:12Z,true,KAROO,,,
Victor Berrada,alice.njenga.kar7586@vg-eval.test,CT-007586,025719441921,ZA,active,Polokwane,2026-04-12T02:00:44Z,false,KAROO,,,
David Cheruiyot,sipho.mutua.kar8264@vg-eval.test,CT-008264,254-723-111250,ZA,active,Gqeberha,2026-04-08T12:22:07Z,Y,KAROO,,,
Alice Okoth,daniel.vermeulen.kar2433@vg-eval.test,CT-002433,0734728383,ZA,active,Bloemfontein,2026-02-27T21:20:11Z,false,KAROO,,,
Faith Cheruiyot,mercy.achieng.kil12062@vg-eval.test,CT-003607,+254 732 622 028,ZA,unsubscribed,Durban,2026-02-04T08:05:51Z,false,KAROO,,,
Ruth Mutua,thandi.wanjiru.kar11301@vg-eval.test,CT-011301,0717502240,ZA,active,Johannesburg,2026-03-04T09:08:18Z,FALSE,KAROO,,,
Nomsa Nkosi,faith.zahra.kar833@vg-eval.test,CT-000833,0714326958,ZA,active,Cape Town,2026-01-25T13:21:31Z,Y,KAROO,,,
Michael Achieng,johan.cheruiyot.kar5944@vg-eval.test,CT-005944,254-730-150032,ZA,active,Johannesburg,2026-04-07T04:59:39Z,yes,KAROO,,,
Esther Berrada,johan.kiptoo.kar8889@vg-eval.test,CT-008889,0723018788,ZA,active,East London,2026-03-22T02:10:34Z,yes,KAROO,,,
Lerato Mwangi,esther.cheruiyot.kar6170@vg-eval.test,CT-006170,025709664036,ZA,unsubscribed,Pretoria,2026-01-21T06:51:57Z,0,KAROO,,,
Ann Kimani,david.haddad.kar28@vg-eval.test,CT-000028,254-711-129212,ZA,bounced,Cape Town,2026-02-08T08:31:27Z,f,KAROO,,,
Thandi Tazi,nancy.mutua.kar9767@vg-eval.test,CT-009767,+254 735 849 892,ZA,active,Polokwane,2026-02-02T18:33:21Z,FALSE,KAROO,,,
Salma Elidrissi,daniel.mokoena.kar8124@vg-eval.test,CT-008124,254-734-141285,ZA,active,Bloemfontein,2026-01-08T04:47:02Z,f,KAROO,,,
John Berrada,peter.odhiambo.kar8847@vg-eval.test,CT-008847,+254 736 511 820,ZA,active,Gqeberha,2026-03-09T18:42:58Z,yes,KAROO,,,
Isaac Alaoui,michael.odhiambo.kar3548@vg-eval.test,CT-003548,254-711-321916,ZA,active,Pretoria,2026-03-10T22:22:30Z,no,KAROO,,,
Brian Kiptoo,rachid.otieno.kar2979@vg-eval.test,CT-002979,+254 701 408 960,ZA,active,Cape Town,2026-01-30T05:51:19Z,0,KAROO,,,
Kevin Odhiambo,pieter.njoroge.kar8162@vg-eval.test,CT-008162,025708207732,ZA,active,Polokwane,2026-04-17T23:45:41Z,false,KAROO,,,
Ann Pretorius,joan.odhiambo.kar1365@vg-eval.test,CT-001365,0736357791,ZA,active,Pretoria,2026-04-03T06:26:10Z,FALSE,KAROO,,,
Mercy Okoth,isaac.kimani.kar5560@vg-eval.test,CT-005560,254-733-819464,ZA,active,Pretoria,2026-02-22T18:12:02Z,yes,KAROO,,,
Sipho Mwangi,grace.naidoo.kar7000@vg-eval.test,CT-007000,254-734-500074,ZA,active,East London,2026-01-08T19:29:01Z,0,KAROO,,,
Rose Mutua,david.pretorius.kar8708@vg-eval.test,CT-008708,254-711-721486,ZA,active,East London,2026-02-23T21:40:39Z,TRUE,KAROO,,,
Victor Tazi,samuel.elidrissi.kar7548@vg-eval.test,CT-007548,254-732-004807,ZA,active,Bloemfontein,2026-03-10T05:02:39Z,1,KAROO,,,
Paul Naidoo,samuel.alaoui.kar5876@vg-eval.test,CT-005876,254-723-914615,ZA,active,Bloemfontein,2026-04-04T20:39:36Z,1,KAROO,,,
Grace Achieng,esther.haddad.kar7420@vg-eval.test,CT-007420,254-704-040098,ZA,active,Pretoria,2026-04-14T07:34:45Z,true,KAROO,,,
Dennis Mutua,yassine.wanjiru.kar6247@vg-eval.test,CT-006247,+254 719 151 236,ZA,active,Cape Town,2026-03-30T00:18:24Z,1,KAROO,,,
Zanele Njoroge,diana.kamau.kar3191@vg-eval.test,CT-003191,+254 721 689 488,ZA,active,Gqeberha,2026-02-01T18:21:50Z,f,KAROO,,,
Fatima Vermeulen,nomsa.alaoui.kar5082@vg-eval.test,CT-005082,025715172427,ZA,active,Gqeberha,2026-04-01T16:59:54Z,f,KAROO,,,
Lerato Zahra,daniel.otieno.kar7901@vg-eval.test,CT-007901,0710310251,ZA,active,Gqeberha,2026-02-26T08:53:11Z,false,KAROO,,,
Daniel Kiptoo,simon.barasa.kar8320@vg-eval.test,CT-008320,254-705-971659,ZA,active,Pretoria,2026-02-28T09:41:51Z,false,KAROO,,,
John Alaoui,michael.fassi.kar3739@vg-eval.test,CT-003739,+254 713 876 488,ZA,active,Gqeberha,2026-01-24T12:04:00Z,Y,KAROO,,,
Victor Fassi,ruth.berrada.kar3765@vg-eval.test,CT-003765,0726725870,ZA,active,Polokwane,2026-03-29T10:00:13Z,1,KAROO,,,
Samuel Mokoena,james.njoroge.kar9803@vg-eval.test,CT-009803,+254 730 124 451,ZA,active,Gqeberha,2026-02-24T17:28:35Z,0,KAROO,,,
David Otieno,mercy.mwangi.kar885@vg-eval.test,CT-000885,0731880699,ZA,active,Bloemfontein,2026-01-11T13:19:25Z,true,KAROO,,,
Ann Elidrissi,salma.kimani.kar2547@vg-eval.test,CT-002547,+254 726 751 931,ZA,active,Durban,2026-04-14T11:03:27Z,TRUE,KAROO,,,
Sarah Tazi,rose.wafula.kar7682@vg-eval.test,CT-007682,025708513256,ZA,active,East London,2026-02-07T01:56:00Z,no,KAROO,,,
Alice Bennani,lucy.mwangi.kar5910@vg-eval.test,CT-005910,025716091696,ZA,active,East London,2026-03-06T00:25:13Z,1,KAROO,,,
Victor Alaoui,leak.kil.14@vg-eval.test,CT-900014,+254 721 803 980,KE,active,Nairobi,2026-04-03T12:26:56Z,true,KILELE,,,
Samuel Mutua,mercy.zahra.kar4353@vg-eval.test,CT-004353,0733143725,ZA,active,Bloemfontein,2026-02-24T21:41:54Z,yes,KAROO,,,
Layla Mwangi,david.kamau.kar4516@vg-eval.test,CT-004516,254-725-339836,ZA,active,Pretoria,2026-03-03T07:43:31Z,Y,KAROO,,,
Mary Berrada,salma.kiptoo.kar10628@vg-eval.test,CT-010628,254-728-153681,ZA,active,Cape Town,2026-02-28T08:17:52Z,yes,KAROO,,,
Mercy Otieno,joan.cheruiyot.kar3962@vg-eval.test,CT-003962,025727007200,ZA,active,Pretoria,2026-03-15T07:24:26Z,TRUE,KAROO,,,
Fatima Naidoo,james.njenga.kar162@vg-eval.test,CT-000162,025707728859,ZA,active,Cape Town,2026-02-01T02:49:58Z,false,KAROO,,,
John Naidoo,rose.odhiambo.kar11962@vg-eval.test,CT-011962,025716744388,ZA,bounced,Polokwane,2026-01-15T13:41:52Z,f,KAROO,,,
Lerato Elidrissi,nomsa.kimani.kar5845@vg-eval.test,CT-005845,0715160646,ZA,active,Bloemfontein,2026-02-23T20:49:32Z,0,KAROO,,,
Zanele Kimani,isaac.mokoena.kar5932@vg-eval.test,CT-005932,254-718-456440,ZA,active,Gqeberha,2026-04-09T00:50:36Z,no,KAROO,,,
Brian Pretorius,john.kiptoo.kar1985@vg-eval.test,CT-001985,0738964727,ZA,active,Gqeberha,2026-01-22T21:10:27Z,f,KAROO,,,
Sarah Dlamini,daniel.wanjiru.kar8654@vg-eval.test,CT-008654,025736509614,ZA,active,Bloemfontein,2026-03-30T08:11:23Z,1,KAROO,,,
Michael Naidoo,caroline.cheruiyot.kar9152@vg-eval.test,CT-009152,254-709-731122,ZA,active,Pretoria,2026-02-26T19:03:09Z,TRUE,KAROO,,,
Mary Mokoena,lucy.pretorius.kar3396@vg-eval.test,CT-003396,254-721-014048,ZA,active,Bloemfontein,2026-02-22T05:32:50Z,FALSE,KAROO,,,
Brian Njenga,ISAAC.ELIDRISSI.KAR11157@VG-EVAL.TEST,CT-011157,0717175116,ZA,active,East London,2026-01-02T20:40:58Z,f,KAROO,,,
Yassine Mutua,amina.njenga.kar6721@vg-eval.test,CT-006721,0737999752,ZA,active,Pretoria,2026-04-13T17:06:28Z,TRUE,KAROO,,,
Yassine Vermeulen,victor.njoroge.kar851@vg-eval.test,CT-000851,+254 704 889 300,ZA,active,Cape Town,2026-04-04T02:34:36Z,Y,KAROO,,,
Michael Kamau,daniel.alaoui.kar8762@vg-eval.test,CT-008762,025719474190,ZA,active,Bloemfontein,2026-03-02T14:08:13Z,true,KAROO,,,
John Wanjiru,peter.zahra.kar9073@vg-eval.test,CT-009073,0711470981,ZA,active,Durban,2026-04-12T10:34:14Z,TRUE,KAROO,,,
Michael Nkosi,isaac.kimani.kar5426@vg-eval.test,CT-005426,025737761987,ZA,active,Polokwane,2026-01-05T13:09:37Z,yes,KAROO,,,
Nancy Okoth,victor.kiptoo.kar10449@vg-eval.test,CT-010449,0722081122,ZA,active,Gqeberha,2026-04-07T09:02:25Z,yes,KAROO,,,
Ruth Kamau,george.njoroge.kil33128@vg-eval.test,CT-007965,0707290943,ZA,active,East London,2026-01-08T11:27:24Z,true,KAROO,,,
Lucy Benali,michael.njenga.kar7525@vg-eval.test,CT-007525,0725290593,ZA,active,Polokwane,2026-04-17T21:45:15Z,f,KAROO,,,
Sarah Odhiambo,johan.kiptoo.kar5621@vg-eval.test,CT-005621,0737070898,ZA,active,Polokwane,2026-03-15T12:50:46Z,TRUE,KAROO,,,
Faith Mokoena,george.pretorius.kar10787@vg-eval.test,CT-010787,+254 718 203 914,ZA,active,Pretoria,2026-04-16T08:50:36Z,no,KAROO,,,
Peter Kiptoo,isaac.achieng.kar52@vg-eval.test,CT-000052,254-727-838698,ZA,active,Durban,2026-04-08T09:51:25Z,FALSE,KAROO,,,
Alice Dlamini,james.cheruiyot.kar10226@vg-eval.test,CT-010226,025723881425,ZA,unsubscribed,Bloemfontein,2026-03-26T12:15:13Z,0,KAROO,,,
Sarah Njoroge,mercy.kiptoo.kar1379@vg-eval.test,CT-001379,+254 739 590 209,ZA,active,Polokwane,2026-02-21T08:07:18Z,FALSE,KAROO,,,
Nomsa Barasa,david.dlamini.kar3520@vg-eval.test,CT-003520,254-704-292600,ZA,active,Cape Town,2026-02-15T03:55:56Z,f,KAROO,,,
